Date,BG,AGRO,MOS,ICL,CF,CAT,ADM,SMG,LAND,TSN,FMC,AGCO,TSCO,DE,UFPI
2018-11-19,58.40999984741211,7.019999980926514,34.93000030517578,6.110000133514404,45.5099983215332,125.9800033569336,46.310001373291016,76.0,12.899999618530273,59.41999816894531,71.03208923339844,57.349998474121094,92.26000213623047,142.57000732421875,27.81999969482422
2018-11-20,58.029998779296875,6.820000171661377,34.70000076293945,5.889999866485596,43.560001373291016,122.2699966430664,45.65999984741211,72.3499984741211,12.8100004196167,58.81999969482422,68.16999053955078,57.939998626708984,87.79000091552734,138.52000427246094,27.020000457763672
2018-11-21,58.22999954223633,6.96999979019165,35.459999084472656,5.949999809265137,44.20000076293945,123.87000274658203,45.599998474121094,74.4000015258789,12.829999923706055,58.90999984741211,68.9158706665039,58.02000045776367,89.0,141.8800048828125,27.610000610351562
2018-11-23,57.5099983215332,7.0,35.0,5.739999771118164,43.220001220703125,122.31999969482422,45.20000076293945,74.5999984741211,12.850000381469727,58.88999938964844,69.10667419433594,57.91999816894531,89.30000305175781,142.83999633789062,27.530000686645508
2018-11-26,58.470001220703125,6.940000057220459,35.77000045776367,5.980000019073486,44.060001373291016,124.80000305175781,45.52000045776367,74.19999694824219,12.789999961853027,59.459999084472656,70.59844207763672,59.22999954223633,88.8499984741211,148.9199981689453,27.489999771118164
2018-11-27,58.29999923706055,6.889999866485596,35.060001373291016,6.039999961853027,43.189998626708984,124.5999984741211,46.06999969482422,73.7699966430664,12.850000381469727,58.34000015258789,69.8265380859375,58.290000915527344,90.75,147.80999755859375,26.56999969482422
2018-11-28,58.630001068115234,6.900000095367432,35.31999969482422,6.079999923706055,42.56999969482422,130.77000427246094,46.0,74.5999984741211,13.170000076293945,56.9900016784668,72.1422348022461,59.150001525878906,95.05000305175781,152.00999450683594,27.34000015258789
2018-11-29,57.959999084472656,7.0,36.16999816894531,5.889999866485596,43.5,130.22999572753906,46.040000915527344,75.19000244140625,13.140000343322754,57.720001220703125,72.02948760986328,58.5,94.66999816894531,149.97000122070312,27.6200008392334
2018-11-30,57.06999969482422,6.980000019073486,36.0,5.860000133514404,42.189998626708984,135.6699981689453,46.02000045776367,75.9800033569336,13.220000267028809,58.95000076293945,71.76062774658203,59.68000030517578,95.12999725341797,154.8800048828125,27.65999984741211
2018-12-03,59.33000183105469,7.0,36.86000061035156,5.900000095367432,43.86000061035156,138.9499969482422,46.84000015258789,75.5199966430664,13.260000228881836,60.27000045776367,74.29314422607422,61.08000183105469,95.73999786376953,162.2100067138672,28.040000915527344
2018-12-04,58.040000915527344,7.110000133514404,35.279998779296875,5.570000171661377,42.54999923706055,129.32000732421875,45.61000061035156,72.48999786376953,13.170000076293945,58.2400016784668,72.17693328857422,59.27000045776367,92.98999786376953,151.58999633789062,26.31999969482422
2018-12-06,58.66999816894531,7.119999885559082,34.54999923706055,5.690000057220459,41.560001373291016,128.3699951171875,45.529998779296875,71.12000274658203,13.270000457763672,57.900001525878906,71.5784912109375,58.189998626708984,92.37000274658203,154.38999938964844,26.8700008392334
2018-12-07,59.470001220703125,7.090000152587891,33.52000045776367,5.610000133514404,41.029998779296875,123.55000305175781,44.459999084472656,69.54000091552734,13.40999984741211,56.209999084472656,69.45359802246094,56.7599983215332,88.79000091552734,147.25999450683594,27.06999969482422
2018-12-10,59.63999938964844,6.989999771118164,33.20000076293945,5.670000076293945,41.33000183105469,123.38999938964844,44.59000015258789,68.3499984741211,13.5,55.40999984741211,68.85516357421875,55.599998474121094,90.12000274658203,147.02999877929688,26.579999923706055
2018-12-11,58.470001220703125,7.03000020980835,33.0,5.650000095367432,41.349998474121094,123.23999786376953,44.54999923706055,66.13999938964844,13.329999923706055,55.79999923706055,68.35212707519531,54.93000030517578,90.33000183105469,147.0,26.170000076293945
2018-12-12,59.630001068115234,7.130000114440918,30.90999984741211,5.610000133514404,41.95000076293945,125.37000274658203,45.189998626708984,65.54000091552734,12.359999656677246,55.68000030517578,69.10667419433594,55.529998779296875,91.75,148.13999938964844,26.729999542236328
2018-12-13,59.08000183105469,7.090000152587891,30.90999984741211,5.590000152587891,41.63999938964844,125.9000015258789,44.93000030517578,65.08000183105469,12.550000190734863,56.08000183105469,67.8577651977539,54.63999938964844,92.01000213623047,148.30999755859375,26.610000610351562
2018-12-14,58.83000183105469,7.050000190734863,30.93000030517578,5.519999980926514,42.060001373291016,126.7699966430664,44.61000061035156,63.5099983215332,12.579999923706055,55.29999923706055,66.97311401367188,54.7599983215332,89.19000244140625,149.00999450683594,26.219999313354492
2018-12-17,57.88999938964844,6.710000038146973,30.059999465942383,5.300000190734863,41.369998931884766,124.47000122070312,43.380001068115234,64.01000213623047,12.079999923706055,53.470001220703125,66.14917755126953,53.88999938964844,87.0199966430664,146.0800018310547,26.299999237060547
2018-12-18,56.790000915527344,6.71999979019165,30.329999923706055,5.360000133514404,41.7599983215332,124.2699966430664,42.84000015258789,62.970001220703125,12.130000114440918,52.380001068115234,66.19254302978516,56.41999816894531,86.18000030517578,149.22999572753906,26.719999313354492
2018-12-19,56.56999969482422,6.659999847412109,29.579999923706055,5.300000190734863,41.91999816894531,122.33000183105469,42.400001525878906,61.97999954223633,12.09000015258789,52.66999816894531,64.92627716064453,54.70000076293945,86.0199966430664,146.0800018310547,26.3799991607666
